,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
2665,5,6,3,0,13,2,14,38,3,1
2666,6,8,29,0,7,2,19,20,4,1
2667,1,0,0,0,32,59,0,90,51,0
2668,0,0,11,0,31,9,29,6,34,0
2669,1,0,15,0,1,23,14,5,1,0
2670,25,37,10,0,7,2,2,22,4,1
2671,13,0,5,0,15,77,23,25,13,2
2672,5,1,11,0,6,12,1,47,2,1
2673,12,0,17,0,2,36,2,22,4,1
2674,11,8,4,0,3,2,1,47,4,1
2675,4,0,13,0,5,39,7,3,2,1
2676,5,0,15,0,31,40,46,60,30,1
2677,5,0,8,6,29,2,14,55,16,1
2678,5,0,0,0,21,44,13,75,35,1
2679,0,0,11,0,21,1,12,37,20,0
2680,7,5,11,0,8,50,8,8,4,1
2681,1,0,1,0,8,1,1,35,3,0
2682,4,0,10,10,5,3,16,43,2,1
2683,9,0,14,0,8,26,14,47,4,1
2684,5,0,9,0,21,44,45,84,18,1
2685,5,0,8,0,13,11,14,35,3,1
2686,7,0,21,0,3,24,11,22,2,1
2687,26,9,10,0,4,2,22,17,4,1
2688,5,0,13,0,12,31,1,33,9,1
2689,35,6,16,3,18,34,27,27,28,2
2690,0,0,11,0,41,1,29,53,48,0
2691,44,8,7,0,33,26,23,76,31,2
2692,5,0,3,0,23,26,18,19,10,1
2693,0,1,1,0,1,1,14,1,1,0
2694,15,9,7,0,1,30,39,73,4,1
2695,7,3,17,0,8,34,16,1,4,1
2696,9,9,4,0,8,2,6,31,2,1
2697,39,9,2,0,21,2,24,79,48,2
2698,5,0,3,0,30,50,18,33,5,1
2699,4,0,13,0,5,56,8,3,2,1
2700,22,8,21,0,1,2,34,4,4,1
2701,56,38,29,0,44,55,61,11,41,3
2702,30,11,22,0,18,0,27,29,21,2
2703,8,0,0,3,3,2,10,2,2,1
2704,0,1,41,12,29,2,58,50,29,0
2705,9,12,7,0,8,2,6,22,2,1
2706,11,0,0,0,3,78,2,2,4,1
2707,0,0,9,0,3,9,1,57,5,0
2708,35,5,16,0,35,2,27,7,16,2
2709,5,0,23,11,30,39,55,79,5,1
2710,0,0,3,0,31,54,28,42,34,0
2711,12,3,0,0,2,11,22,17,4,1
2712,9,11,18,0,7,46,18,47,4,1
2713,1,12,4,0,4,4,3,4,2,1
2714,3,0,7,0,4,40,25,23,4,1
2715,8,4,0,0,8,57,10,3,4,1
2716,11,1,10,8,3,2,13,5,2,1
2717,6,10,7,0,7,2,11,7,4,1
2718,5,0,3,10,6,3,18,21,2,1
2719,7,12,3,0,8,19,11,29,4,1
2720,3,0,4,2,1,43,20,30,2,1
2721,5,0,21,0,10,24,4,48,23,1
2722,2,1,21,0,2,2,25,73,2,1
2723,2,0,10,0,2,2,6,3,4,1
2724,30,13,22,13,18,29,27,29,21,2
2725,14,0,5,0,27,22,24,53,26,2
2726,5,0,11,0,29,35,1,32,16,1
2727,31,12,17,0,29,19,24,0,33,2
2728,32,6,0,13,33,58,23,65,37,2
2729,0,0,3,13,30,5,28,33,28,0
2730,4,0,18,3,5,37,30,46,2,1
2731,9,0,0,2,8,2,11,3,4,1
2732,10,11,2,0,7,2,14,11,2,1
2733,31,11,17,0,37,2,23,85,48,2
2734,12,0,16,10,2,10,26,16,4,1
2735,5,0,11,10,10,42,1,12,23,1
2736,42,8,22,3,22,2,30,39,2,1
2737,5,0,13,0,6,25,10,22,2,1
2738,5,0,5,0,23,31,21,33,10,1
2739,7,0,18,6,8,50,4,21,4,1
2740,9,6,8,0,8,2,22,8,2,1
2741,5,0,13,5,23,27,2,43,10,1
2742,9,0,10,12,8,56,14,11,2,1
2743,28,0,21,10,28,39,23,76,31,2
2744,1,0,15,0,1,61,14,13,1,0
2745,5,0,3,0,31,26,4,42,30,1
2746,1,0,9,0,2,53,2,13,11,0
2747,3,0,11,0,4,26,49,74,4,1
2748,20,1,5,0,22,46,0,89,4,1
2749,9,0,5,0,8,20,10,2,2,1
2750,0,11,32,0,34,2,7,59,38,0
2751,5,6,21,0,12,27,4,12,9,1
2752,1,0,11,0,10,46,12,12,6,0
2753,5,0,13,0,6,19,10,22,2,1
2754,0,0,27,12,7,2,6,13,10,0
2755,5,1,13,0,6,4,2,22,4,1
2756,23,0,5,0,17,2,3,44,2,1
2757,28,12,21,0,33,2,23,69,37,2
2758,25,11,11,0,7,2,20,30,4,1
2759,3,6,21,0,4,49,31,9,4,1
2760,0,0,3,1,34,2,49,51,38,0
2761,11,6,7,0,3,2,14,11,4,1
2762,4,4,4,0,5,39,14,21,2,1
2763,29,0,10,0,41,30,23,86,55,2
2764,31,0,18,15,29,2,24,84,33,2
2765,10,1,7,0,7,8,7,3,2,1
2766,0,6,0,0,4,2,3,9,4,1
2767,10,3,11,8,7,2,25,73,2,1
2768,7,5,18,8,8,2,4,21,4,1
2769,5,0,21,0,14,18,4,39,11,1
2770,5,0,0,0,12,5,13,20,9,1
2771,21,0,11,7,5,34,2,31,4,1
2772,15,11,12,0,2,6,2,47,2,1
2773,9,0,14,0,8,51,1,47,2,1
2774,0,0,11,0,26,6,29,67,7,0
2775,19,3,20,10,5,2,15,33,2,1
2776,21,0,11,0,5,58,2,31,4,1
2777,9,8,3,0,8,2,8,29,4,1
2778,5,0,13,0,14,19,2,5,11,1
2779,1,8,2,0,17,2,22,17,4,1
2780,5,0,11,0,13,58,1,18,12,1
2781,1,1,15,0,5,2,14,24,23,0
2782,15,3,29,0,2,2,52,24,2,1
2783,0,0,11,5,34,42,29,40,38,0
2784,9,4,13,0,7,16,39,30,4,1
2785,5,0,11,10,29,2,14,32,16,1
2786,0,0,1,0,2,47,14,43,11,0
2787,18,3,17,0,29,38,24,0,40,2
2788,0,0,27,0,36,10,6,40,45,0
2789,5,0,20,12,31,2,48,63,30,1
2790,12,0,3,8,2,19,25,30,4,1
2791,25,10,14,13,7,2,10,22,4,1
2792,5,0,13,0,13,12,2,19,3,1
2793,6,0,14,10,7,2,2,22,4,1
2794,1,3,1,2,7,2,1,19,12,0
2795,1,8,10,0,4,38,39,17,2,1
2796,5,0,21,0,5,41,4,47,4,1
2797,2,24,11,0,41,2,31,102,22,4
2798,1,0,14,0,17,29,20,4,4,1
2799,5,9,21,0,6,2,4,1,2,1
2800,5,0,0,0,23,50,13,35,10,1
2801,27,4,7,11,6,2,30,13,4,1
2802,3,12,10,0,4,0,22,17,4,1
2803,24,12,0,14,5,2,18,11,4,1
2804,0,0,1,0,8,57,14,35,3,0
2805,37,12,0,4,17,2,49,89,4,1
2806,4,0,3,0,5,25,10,2,2,1
2807,7,0,11,0,3,12,22,29,2,1
2808,15,0,0,0,1,0,20,23,4,1
2809,5,0,13,15,23,1,1,46,10,1
2810,1,8,15,0,8,27,14,38,3,0
2811,5,3,6,2,23,2,37,50,10,1
2812,25,0,5,1,7,2,10,31,4,1
2813,5,0,11,0,41,58,1,102,38,1
2814,6,6,18,0,7,10,14,47,4,1
2815,9,0,4,3,8,2,6,31,2,1
2816,3,1,10,5,4,1,17,17,4,1
2817,45,8,26,0,22,24,53,35,2,1
2818,7,0,0,0,3,6,10,2,2,1
2819,21,3,13,0,5,14,10,3,4,1
2820,12,6,0,0,2,47,22,17,4,1
2821,12,0,6,1,7,44,50,57,2,1
2822,0,12,1,14,2,2,14,43,11,0
2823,3,1,0,0,4,19,34,44,4,1
2824,4,0,17,0,3,57,35,43,4,1
2825,1,0,10,0,17,63,25,23,4,1
2826,4,0,18,15,5,37,30,46,2,1
2827,1,8,21,0,17,50,49,74,4,1
2828,13,0,7,0,43,30,23,98,37,2
2829,5,0,15,0,30,25,42,75,5,1
2830,1,0,11,11,30,2,12,57,28,0
2831,5,0,13,10,9,2,2,11,1,1
2832,3,1,18,12,4,26,8,27,4,1
2833,11,9,10,0,3,2,13,1,4,1
2834,7,0,13,4,8,2,39,17,4,1
2835,25,1,11,4,7,35,39,73,4,1
2836,4,0,13,5,3,54,8,8,4,1
2837,9,5,6,0,8,2,48,70,4,1
2838,24,0,11,14,5,2,10,22,4,1
2839,7,0,10,0,3,59,4,5,2,1
2840,15,1,7,0,2,1,17,8,2,1
2841,6,12,17,1,8,61,4,1,2,1
2842,1,10,1,15,1,2,1,1,1,0
2843,5,0,35,0,14,2,19,10,11,1
2844,39,9,2,0,19,5,24,34,33,2
2845,5,1,21,0,30,2,4,16,5,1
2846,5,0,16,15,23,2,44,55,10,1
2847,10,3,11,0,7,2,34,30,2,1
2848,7,8,11,0,3,20,22,29,2,1
2849,0,0,8,8,25,43,28,77,25,0
2850,7,9,12,0,8,2,16,13,4,1
2851,4,12,8,0,5,39,6,22,2,1
2852,0,0,7,0,4,2,34,4,4,1
2853,14,0,10,2,33,19,40,72,42,2
2854,5,4,21,0,6,56,4,1,2,1
2855,2,3,18,12,2,2,6,31,2,1
2856,15,0,10,0,1,41,7,29,4,1
2857,1,12,18,0,17,15,39,30,4,1
2858,7,4,14,0,3,38,14,1,2,1
2859,5,0,3,10,9,2,4,13,2,1
2860,5,0,32,14,21,27,15,85,18,1
2861,4,0,8,0,5,75,6,22,2,1
2862,15,0,10,0,2,2,7,3,2,1
2863,1,12,35,9,1,2,18,13,1,0
2864,1,2,33,25,34,2,62,63,39,0
2865,5,6,7,2,9,2,16,39,1,1
2866,0,4,2,0,4,2,8,29,4,1
2867,5,3,21,0,12,23,4,12,9,1
2868,0,0,35,0,1,13,18,13,1,0
2869,42,3,19,0,40,27,21,43,4,1
2870,5,0,11,0,27,31,1,64,54,1
2871,15,0,10,0,1,45,11,29,4,1
2872,4,0,0,11,5,20,1,11,2,1
2873,22,0,18,11,1,2,7,29,4,1
2874,1,3,15,0,17,15,1,2,4,1
2875,13,0,7,10,28,33,23,88,42,2
2876,12,4,8,0,2,2,20,23,4,1
2877,1,0,8,10,13,27,12,35,18,0
2878,5,12,13,10,14,8,1,5,11,1
2879,5,0,11,0,9,25,1,21,2,1
2880,12,1,7,0,7,39,8,7,2,1
2881,18,0,17,0,37,54,24,85,59,2
2882,0,0,3,0,31,7,28,42,34,0
2883,6,12,21,0,8,18,8,7,2,1
2884,3,10,14,0,1,1,17,27,2,1
2885,6,11,11,0,7,9,17,73,4,1
2886,5,0,16,12,9,27,43,15,1,1
2887,5,0,11,0,13,54,14,35,12,1
2888,6,12,11,10,7,2,39,30,4,1
2889,5,0,13,0,9,23,2,21,1,1
2890,0,0,27,0,23,2,11,77,35,0
2891,5,0,0,0,13,54,13,33,12,1
2892,5,0,11,11,6,3,2,47,2,1
2893,4,0,11,0,3,29,11,7,4,1
2894,5,0,11,0,21,50,1,66,35,1
2895,8,1,4,0,8,22,2,31,4,1
2896,8,0,7,1,8,48,2,22,4,1
2897,5,0,33,0,9,58,10,47,1,1
2898,12,10,11,0,7,31,34,30,2,1
2899,4,0,13,0,3,36,7,8,4,1
2900,5,0,16,0,9,7,43,15,1,1
2901,12,12,17,0,7,8,1,11,2,1
2902,9,0,11,0,7,50,17,73,4,1
2903,26,0,37,8,4,2,56,39,4,1
2904,57,12,2,0,21,2,54,79,59,2
2905,5,0,8,0,10,8,14,20,23,1
2906,7,0,11,11,8,54,8,8,4,1
2907,5,1,31,8,10,2,43,84,23,1
2908,7,0,12,4,8,2,30,13,4,1
2909,6,9,10,0,8,5,1,11,2,1
2910,13,12,7,0,33,16,23,58,31,2
2911,2,3,24,0,2,2,41,38,4,1
2912,5,0,0,0,26,29,13,60,25,1
2913,6,0,17,6,7,2,4,11,4,1
2914,4,0,10,0,5,35,30,46,2,1
2915,5,8,15,0,6,2,19,52,4,1
2916,5,0,12,0,5,41,41,18,4,1
2917,19,11,4,0,5,37,18,21,2,1
2918,8,0,7,0,3,1,1,11,2,1
2919,28,0,0,0,28,8,40,58,31,2
2920,1,0,0,0,24,47,0,56,22,0
2921,6,1,6,3,7,2,38,57,4,1
2922,4,9,17,0,3,58,21,43,4,1
2923,5,0,7,0,9,8,30,39,2,1
2924,0,0,4,0,43,19,3,69,46,0
2925,10,1,0,8,7,2,22,8,2,1
2926,10,0,17,4,2,41,1,22,4,1
2927,1,3,35,0,8,2,18,57,3,0
2928,3,8,10,0,1,38,22,29,2,1
2929,10,1,7,6,7,5,7,3,2,1
2930,6,10,7,0,8,24,6,22,2,1
2931,1,10,35,0,7,40,18,18,12,0
2932,9,11,17,0,8,2,4,1,4,1
2933,6,10,4,6,7,5,11,29,4,1
2934,6,0,17,2,7,2,18,11,4,1
2935,9,3,18,0,8,3,18,21,2,1
2936,2,5,7,0,2,2,8,8,4,1
2937,5,8,24,0,5,63,9,77,4,1
2938,6,0,11,5,7,27,39,30,4,1
2939,5,0,4,0,31,30,16,66,30,1
2940,5,0,11,0,9,35,1,21,1,1
2941,5,0,13,15,5,40,2,3,4,1
2942,3,0,17,0,1,39,7,3,2,1
2943,0,8,11,0,20,2,29,36,17,0
2944,0,0,27,15,36,2,6,40,45,0
2945,15,0,11,0,1,29,3,9,4,1
2946,5,0,7,0,34,4,30,0,34,1
2947,0,0,27,0,26,1,11,49,7,0
2948,34,1,37,15,18,23,27,73,18,2
2949,0,0,18,0,4,2,17,27,2,1
2950,0,0,20,0,7,62,6,13,10,0
2951,12,0,11,10,2,9,34,4,4,1
2952,5,0,13,0,23,49,1,46,10,1
2953,12,4,7,10,2,0,8,27,4,1
2954,0,0,11,0,37,52,12,15,43,0
2955,1,0,8,0,29,2,12,55,29,0
2956,5,0,33,0,9,31,10,47,2,1
2957,0,0,11,0,36,3,29,42,45,0
2958,2,10,5,0,2,2,8,29,4,1
2959,25,0,10,0,7,37,2,22,4,1
2960,9,0,17,10,7,47,18,47,4,1
2961,5,0,7,0,21,0,30,41,18,1
2962,8,4,16,0,3,2,5,6,2,1
2963,5,0,16,15,23,28,44,55,10,1
2964,41,1,31,0,18,16,27,27,28,2
2965,11,5,17,0,3,2,30,43,2,1
2966,22,12,7,0,1,2,39,17,4,1
2967,5,0,3,0,10,54,4,52,23,1
2968,12,8,2,0,2,16,1,2,4,1
2969,9,3,24,0,7,11,26,70,4,1
2970,1,0,0,0,27,42,0,93,44,0
2971,8,0,5,15,3,31,14,21,2,1
2972,1,0,15,0,7,5,1,19,12,0
2973,5,5,13,0,12,2,2,33,9,1
2974,9,12,3,0,8,20,22,29,2,1
2975,1,0,9,8,1,2,1,1,1,0
2976,8,0,11,11,3,2,7,7,2,1
2977,5,0,33,0,23,40,10,13,10,1
2978,8,0,33,0,3,8,17,8,2,1
2979,25,0,5,3,7,2,6,31,4,1
2980,11,0,3,10,3,2,6,31,2,1
2981,5,39,16,10,9,3,44,15,1,5
2982,26,6,7,12,4,2,20,23,4,1
2983,9,3,10,1,8,2,1,11,2,1
2984,1,0,27,0,29,42,11,64,29,0
2985,11,3,3,2,3,2,6,31,4,1
2986,5,0,15,1,14,2,42,42,11,1
2987,7,0,13,10,8,30,17,17,4,1
2988,19,6,13,0,5,2,7,3,2,1
2989,7,3,7,0,3,12,2,47,2,1
2990,9,0,13,11,8,2,39,17,2,1
2991,21,0,21,0,6,24,18,1,2,1
2992,5,0,23,0,12,26,55,60,9,1
2993,4,0,3,13,5,35,10,2,2,1
2994,5,0,0,0,6,5,4,1,2,1
2995,19,9,33,0,5,2,7,7,2,1
2996,5,0,0,0,6,62,4,1,2,1
2997,8,1,18,0,3,25,13,13,2,1
2998,15,6,0,0,1,58,20,23,4,1
2999,50,11,33,15,28,53,23,103,61,2
3000,0,0,11,4,16,16,29,26,33,0
3001,5,0,4,12,9,2,16,46,2,1
3002,22,10,3,15,1,2,31,4,4,1
3003,5,0,15,8,9,2,42,6,1,1
3004,31,0,17,0,29,40,24,0,33,2
3005,5,0,0,8,30,2,13,16,5,1
3006,5,0,16,0,13,18,43,63,3,1
3007,1,0,13,0,24,4,36,49,22,0
3008,2,6,10,0,2,2,11,3,4,1
3009,15,8,4,0,1,50,39,30,4,1
3010,5,0,6,15,14,8,9,66,11,1
3011,28,0,21,10,28,52,23,76,31,2
3012,6,0,0,12,7,27,7,8,4,1
3013,6,4,13,15,7,8,25,30,4,1
3014,1,0,32,0,26,19,7,78,7,0
3015,7,12,10,8,8,16,4,11,4,1
3016,15,1,19,0,1,2,45,16,4,1
3017,22,1,0,0,1,4,20,30,4,1
3018,7,12,0,0,8,46,6,3,4,1
3019,25,11,0,2,7,2,8,29,4,1
3020,0,0,11,13,36,2,12,10,45,0
3021,6,9,11,8,7,27,39,73,4,1
3022,5,0,8,0,29,30,14,55,16,1
3023,2,12,14,0,2,2,7,7,4,1
3024,4,0,13,0,3,2,8,8,4,1
3025,5,0,13,31,30,2,2,38,5,1
3026,22,6,4,14,1,2,20,30,4,1
3027,4,12,13,0,5,38,7,3,2,1
3028,25,9,21,0,7,2,22,8,4,1
3029,10,10,5,0,7,2,6,31,2,1
3030,25,0,29,13,7,2,42,20,4,1
3031,26,0,0,10,4,50,31,9,4,1
3032,24,6,20,8,9,2,38,20,11,1
3033,4,8,33,0,5,43,8,7,2,1
3034,0,12,7,0,4,2,34,4,4,1
3035,5,1,3,0,9,27,18,13,1,1
3036,5,0,21,9,36,16,4,37,41,1
3037,1,12,14,0,17,26,20,4,4,1
3038,6,10,7,0,8,51,6,22,2,1
3039,9,1,11,0,7,36,17,73,4,1
3040,19,12,0,5,5,2,14,11,2,1
3041,5,0,8,0,21,41,14,37,18,1
3042,1,0,11,3,34,1,29,40,39,0
3043,8,0,10,1,8,47,18,11,4,1
3044,5,0,13,0,12,37,2,33,9,1
3045,5,10,11,0,41,46,1,102,38,1
3046,5,0,31,0,9,14,43,50,1,1
3047,9,0,12,0,7,48,13,21,4,1
3048,5,0,23,2,30,2,33,63,5,1
3049,9,0,17,15,8,2,4,1,2,1
3050,1,0,4,14,38,8,3,92,52,0
3051,6,3,13,0,7,54,25,23,4,1
3052,19,0,13,10,5,2,11,3,2,1
3053,5,0,13,0,12,4,2,33,9,1
3054,8,0,21,0,8,40,6,7,4,1
3055,5,0,15,15,9,1,46,77,1,1
3056,5,6,13,15,9,2,10,11,1,1
3057,0,0,20,0,31,19,6,63,34,0
3058,5,0,4,8,12,16,16,52,9,1
3059,9,0,17,0,8,3,4,1,2,1
3060,5,0,20,0,36,1,52,85,35,1
3061,9,12,11,0,8,1,39,27,2,1
3062,0,0,11,0,30,32,29,57,28,0
3063,4,5,10,0,3,2,16,1,4,1
3064,1,9,15,0,2,46,14,46,10,0
3065,5,0,0,0,5,48,4,11,4,1
3066,12,12,24,0,2,58,15,38,4,1
3067,0,0,3,15,12,6,49,12,21,0
3068,0,0,36,8,10,2,2,80,6,0
3069,1,0,11,0,11,23,29,93,56,0
3070,5,0,11,0,24,52,1,92,60,1
3071,7,0,14,3,8,2,14,47,4,1
3072,37,9,7,0,17,2,3,9,4,1
3073,5,0,11,0,9,26,14,1,2,1
3074,3,0,19,11,4,63,52,33,4,1
3075,19,11,3,0,5,2,2,47,2,1
3076,25,40,10,10,7,2,2,22,4,1
3077,8,0,21,7,3,20,6,22,2,1
3078,35,37,22,0,35,2,24,31,21,2
3079,40,0,39,8,44,17,56,46,4,1
3080,12,0,7,0,2,14,8,8,4,1
3081,9,0,17,0,8,79,18,1,2,1
3082,8,0,10,2,3,3,18,1,2,1
3083,5,0,11,0,13,19,14,35,12,1
3084,9,0,8,0,7,9,22,17,4,1
3085,41,9,16,13,35,2,27,7,21,2
3086,5,0,11,0,27,6,1,64,54,1
3087,5,0,11,0,37,26,1,15,28,1
3088,4,6,24,0,3,16,19,20,4,1
3089,19,3,14,0,5,2,16,13,2,1
3090,12,10,5,0,7,20,7,3,2,1
3091,20,12,18,14,22,2,34,4,4,1
3092,18,0,17,2,19,2,24,34,17,2
3093,4,6,0,10,5,55,2,11,2,1
3094,23,1,10,3,17,2,34,30,2,1
3095,5,0,13,0,10,31,1,24,23,1
3096,1,0,3,8,21,2,49,15,20,0
3097,9,0,21,2,8,2,7,7,2,1
3098,5,0,8,0,31,1,14,62,30,1
3099,6,1,7,0,7,17,6,7,4,1
3100,5,0,5,8,23,7,21,33,10,1
3101,8,12,13,0,8,22,17,17,4,1
3102,5,0,4,4,34,2,16,84,34,1
3103,50,12,33,0,28,31,23,103,61,2
3104,5,0,16,0,12,12,44,51,9,1
3105,1,0,11,3,26,4,29,67,7,0
3106,5,12,3,0,9,2,18,5,1,1
3107,5,0,8,0,25,53,18,77,24,1
3108,5,0,8,15,31,10,18,62,30,1
3109,1,0,11,0,12,47,12,16,16,0
3110,58,1,19,0,44,2,16,5,4,1
3111,7,0,0,0,3,39,10,2,2,1
3112,25,12,22,0,7,2,37,48,4,1
3113,4,12,13,0,3,26,8,8,4,1
3114,6,0,14,5,7,3,2,22,4,1
3115,8,0,10,0,8,36,18,11,4,1
3116,10,0,7,15,7,2,7,3,2,1
3117,0,0,11,0,20,48,29,36,17,0
3118,15,6,10,0,1,34,7,29,4,1
3119,5,1,3,5,36,5,18,61,41,1
3120,16,6,5,8,43,43,23,65,37,2
3121,3,8,22,0,4,2,48,57,4,1
3122,11,0,7,14,3,2,14,11,2,1
3123,1,10,9,0,5,2,1,16,23,0
3124,4,0,19,8,5,37,43,37,2,1
3125,31,0,17,0,26,7,24,94,50,2
3126,5,9,7,5,9,2,16,39,1,1
3127,5,9,3,14,25,2,14,77,24,1
3128,3,0,17,0,1,59,7,3,2,1
3129,5,0,9,0,36,9,45,60,41,1
3130,0,0,8,0,25,30,28,77,25,0
3131,1,0,11,0,10,63,12,12,6,0
3132,5,0,3,3,21,20,18,50,35,1
3133,5,0,7,0,9,19,30,19,1,1
3134,16,0,5,0,20,0,23,95,55,2
3135,5,0,15,0,9,1,46,77,1,1
3136,12,0,29,0,7,4,45,20,2,1
3137,5,0,13,15,5,0,2,3,4,1
3138,1,0,13,0,34,80,36,79,39,0
3139,21,0,0,0,6,28,4,1,2,1
3140,3,0,5,0,1,7,39,17,2,1
3141,5,0,13,0,30,53,2,38,5,1
3142,34,0,24,0,35,4,27,27,28,2
3143,0,0,11,0,3,10,12,7,5,0
3144,5,0,1,7,30,2,46,75,5,1
3145,6,0,22,12,7,54,37,52,4,1
3146,11,0,7,14,3,2,18,11,4,1
3147,4,0,7,0,5,4,18,1,2,1
3148,12,0,17,10,2,2,2,22,4,1
3149,15,0,0,0,1,46,25,30,4,1
3150,25,9,7,15,7,2,11,7,4,1
3151,7,0,7,2,8,2,10,22,4,1
3152,8,0,28,10,3,1,52,24,2,1
3153,15,0,7,0,2,28,39,27,2,1
3154,12,3,0,0,2,17,17,17,4,1
3155,12,0,0,0,7,61,22,29,2,1
3156,12,5,5,0,2,54,11,29,4,1
3157,23,1,18,0,17,2,25,30,4,1
3158,59,1,19,10,22,2,56,19,4,1
3159,15,0,10,4,2,35,11,3,2,1
3160,25,0,10,7,7,2,2,2,4,1
3161,28,0,0,0,33,41,40,65,37,2
3162,0,0,11,6,32,2,29,84,51,0
3163,7,0,0,1,8,2,10,3,4,1
3164,5,7,13,0,12,2,2,33,9,1
3165,0,1,9,0,1,2,1,1,1,0
3166,25,9,4,0,7,2,7,29,4,1
3167,40,0,39,0,44,17,35,46,4,1
3168,3,0,0,2,1,4,34,30,2,1
3169,15,10,32,0,1,10,1,22,4,1
3170,5,0,34,12,23,2,9,75,10,1
3171,5,11,8,0,5,14,14,22,4,1
3172,26,10,10,5,4,2,17,17,4,1
3173,35,8,29,0,18,2,27,29,21,2
3174,7,0,19,0,8,2,59,42,4,1
3175,5,0,13,0,9,63,2,21,1,1
3176,31,9,17,0,37,2,23,85,48,2
3177,6,0,10,5,7,2,1,22,4,1
3178,6,3,4,0,7,2,11,29,4,1
3179,5,0,3,0,25,27,18,6,24,1
3180,21,12,11,4,5,16,2,31,4,1
3181,24,8,16,0,5,2,55,10,4,1
3182,1,8,15,0,1,54,14,5,1,0
3183,5,0,7,11,29,2,21,85,16,1
3184,1,0,8,0,21,57,12,37,20,0
3185,5,0,13,10,9,3,1,21,2,1
3186,0,0,1,9,2,2,14,43,11,0
3187,5,4,21,0,6,2,4,1,4,1
3188,12,0,7,10,2,37,8,8,4,1
3189,4,4,10,0,3,23,16,1,4,1
3190,1,0,11,0,11,27,29,93,56,0
3191,11,10,16,0,3,27,59,62,4,1
3192,37,0,14,14,17,2,34,4,4,1
3193,7,1,0,0,8,30,10,3,4,1
3194,0,0,27,0,9,5,6,12,24,0
3195,12,0,11,0,2,0,20,4,4,1
3196,0,5,0,0,34,26,3,34,38,0
3197,19,0,11,5,5,2,10,22,2,1
3198,0,0,9,0,7,34,1,39,10,0
3199,1,3,15,1,1,2,14,13,1,0
3200,1,12,9,0,4,44,2,47,2,1
3201,5,0,21,0,5,48,4,47,4,1
3202,1,12,18,3,17,2,39,30,4,1
3203,6,6,11,0,7,26,39,73,4,1
3204,3,0,4,0,1,28,20,30,2,1
3205,9,10,16,10,8,8,19,48,2,1
3206,1,0,15,0,2,48,1,46,10,0
3207,15,10,17,0,2,2,6,22,2,1
3208,5,0,25,0,9,2,6,47,1,1
3209,12,0,16,0,2,29,26,16,4,1
3210,4,12,5,0,5,24,4,5,2,1
3211,25,4,16,0,7,2,42,20,4,1
3212,1,0,15,3,7,2,14,18,12,0
3213,4,0,13,10,5,52,7,3,2,1
3214,0,0,27,0,7,37,6,13,10,0
3215,15,0,5,0,1,50,22,27,4,1
3216,9,1,14,0,8,18,1,47,2,1
3217,5,1,21,6,12,7,4,12,9,1
3218,4,11,21,0,3,49,2,22,4,1
3219,5,0,11,0,9,29,14,1,2,1
3220,5,0,3,0,14,48,18,46,11,1
3221,14,1,5,0,27,19,23,53,26,2
3222,23,6,17,0,17,2,25,73,4,1
3223,10,0,11,0,7,37,20,73,2,1
3224,0,1,41,4,29,2,58,50,29,0
3225,5,0,7,0,5,58,16,1,4,1
3226,5,0,21,2,21,9,4,15,35,1
3227,5,0,36,0,25,54,26,67,24,1
3228,1,0,15,0,7,26,14,18,12,0
3229,6,0,17,0,7,27,4,11,4,1
3230,4,12,10,0,5,35,16,43,2,1
3231,7,3,12,1,3,20,30,46,2,1
3232,2,0,18,8,2,2,6,31,4,1
3233,5,0,23,0,12,34,55,60,9,1
3234,0,0,11,0,5,26,12,22,9,0
3235,15,4,0,0,2,5,25,17,2,1
3236,11,0,8,15,3,2,11,3,4,1
3237,1,0,11,8,0,2,29,51,0,0
3238,4,0,10,12,3,26,16,1,4,1
3239,4,0,7,0,3,14,18,11,4,1
3240,3,12,3,0,4,58,3,89,4,1
3241,39,10,2,0,19,2,24,34,33,2
3242,6,12,10,0,8,59,14,11,2,1
3243,5,0,13,14,12,56,2,33,9,1
3244,12,8,10,0,7,38,10,2,2,1
3245,6,0,17,0,8,44,4,1,2,1
3246,14,0,5,0,27,27,23,53,26,2
3247,14,1,5,0,27,50,23,53,26,2
3248,9,1,3,6,8,25,8,29,4,1
3249,37,0,5,4,17,2,34,4,4,1
3250,0,0,2,0,4,4,8,29,2,1
3251,11,0,3,7,3,2,11,3,2,1
3252,5,8,13,0,6,55,2,2,2,1
3253,21,6,21,0,5,2,18,47,4,1
3254,12,0,18,10,2,30,10,31,4,1
3255,0,4,3,0,4,31,28,89,2,1
3256,2,5,17,0,2,2,10,22,4,1
3257,7,1,13,0,8,2,39,17,4,1
3258,2,9,8,6,2,2,34,23,2,1
3259,9,0,3,0,7,23,22,17,4,1
3260,5,0,3,0,12,57,4,12,9,1
3261,3,12,32,0,1,52,10,22,2,1
3262,22,0,7,0,1,1,25,73,4,1
3263,3,0,24,0,4,30,56,46,4,1
3264,24,0,0,10,5,2,14,11,4,1
3265,5,0,13,8,23,52,1,46,10,1
3266,6,0,13,0,8,28,25,17,2,1
3267,5,0,32,0,25,4,15,41,24,1
3268,12,0,9,0,7,32,30,46,2,1
3269,5,0,13,12,5,23,2,3,4,1
3270,18,0,2,3,19,2,23,34,17,2
3271,1,0,3,0,4,44,28,89,2,1
