,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
214,1,0,0,0,1,3,24,10,18,4,3,7,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
215,1,0,5,1,1,19,5,19,14,22,3,4,0,0,0,1,0,1,2,1,0,3,0,0,0,0,0,2,5,0,0
216,1,0,0,0,1,28,24,21,26,0,8,8,0,2,2,1,0,4,0,2,0,2,0,2,0,0,0,0,5,0,0
217,0,1,0,0,1,38,2,10,26,26,6,8,3,2,2,3,0,4,1,3,1,2,1,3,0,2,2,0,3,0,1
218,1,0,2,3,1,0,24,2,10,13,0,5,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,2,5,0,0
219,0,0,6,0,1,16,0,9,14,23,2,6,1,2,2,3,2,4,0,2,0,2,0,0,0,0,0,0,3,0,0
220,2,0,5,0,1,23,5,21,15,8,3,4,0,1,1,1,0,2,0,0,0,4,0,0,3,0,0,0,5,0,0
221,1,0,5,0,1,3,15,4,6,6,4,5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,5,0,1,7,18,15,14,23,5,7,1,0,0,1,1,3,0,2,0,4,0,0,0,0,0,1,0,0,0
223,5,1,5,0,1,17,24,12,14,6,0,4,4,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,4,0,0
224,4,0,5,0,1,2,10,21,17,13,0,1,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0
225,0,0,5,0,1,5,18,20,12,23,2,3,1,2,0,1,0,0,0,1,0,4,0,0,0,0,0,0,3,0,0
226,4,0,5,0,1,2,15,19,26,18,0,6,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0
227,2,1,6,0,1,28,23,6,9,3,5,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
228,4,1,2,0,1,1,21,3,6,1,3,4,1,2,2,3,0,3,1,3,0,2,0,3,0,0,0,1,0,0,0
229,4,0,5,0,1,8,10,9,8,5,2,9,1,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0
230,0,0,0,0,1,22,32,25,3,21,2,3,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,5,0,0
231,3,0,2,0,1,24,6,4,12,23,0,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
232,1,0,5,0,1,21,22,3,20,13,4,8,0,2,0,1,0,0,1,0,0,2,0,0,0,2,0,0,2,0,0
233,4,1,5,0,1,1,2,7,8,23,4,2,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
234,1,0,5,0,1,18,23,3,0,5,3,2,2,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
235,1,0,0,0,1,21,23,16,29,27,2,9,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
236,1,0,2,0,1,33,21,13,17,21,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
237,1,0,4,0,1,30,13,30,11,4,2,9,0,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0
238,2,0,3,0,1,14,13,19,9,23,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
239,4,0,0,0,1,39,18,15,13,23,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
240,0,0,2,0,1,6,12,3,13,30,2,6,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0
241,1,0,3,3,1,40,12,2,1,2,3,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1
242,2,0,6,0,1,33,11,18,1,17,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
243,1,0,5,0,1,27,24,15,8,6,2,1,0,3,2,0,0,2,2,1,2,4,0,0,3,0,0,0,6,0,1
244,0,1,5,0,1,36,11,13,14,31,1,5,0,1,0,2,0,4,1,0,0,2,0,0,0,0,0,0,2,0,0
245,1,0,6,0,1,7,16,11,16,14,7,3,0,2,0,1,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0
246,1,0,0,0,1,15,25,16,17,20,0,6,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,6,0,0
247,4,1,2,0,1,11,5,8,3,5,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
248,4,0,1,0,1,41,9,12,5,9,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
249,4,0,0,0,1,25,21,13,8,7,1,1,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0
250,4,1,5,0,1,2,9,12,12,18,3,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
251,0,0,5,0,1,6,16,19,23,13,2,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
252,2,0,2,0,1,26,23,0,29,27,1,1,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
253,4,0,1,0,1,10,9,21,15,6,2,9,1,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
254,1,1,0,0,1,15,25,19,0,25,2,6,2,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0
255,0,0,2,0,1,17,20,23,18,13,3,2,0,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
256,2,0,6,0,1,2,18,12,1,6,1,1,2,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,2,0,0
257,0,1,1,0,1,21,8,20,31,25,1,4,2,2,2,3,0,4,1,2,0,4,0,0,2,2,0,1,1,0,1
258,3,1,1,0,1,14,13,4,16,9,1,3,0,1,0,5,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0
259,3,1,0,0,1,8,5,21,17,13,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
260,4,0,0,0,1,2,23,29,0,0,6,7,0,1,0,1,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0
261,5,1,5,0,1,1,19,15,15,1,6,4,3,1,2,0,4,4,1,0,0,0,0,0,0,2,0,1,3,0,0
262,4,1,2,0,4,11,2,12,8,23,2,3,6,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
263,5,0,7,0,1,8,8,3,13,7,1,3,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0
264,2,0,5,0,1,2,9,3,3,3,2,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0
265,0,0,5,0,5,7,8,4,15,0,1,9,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
266,5,1,5,0,1,17,13,13,11,13,0,4,1,2,0,1,0,2,1,0,0,0,0,0,0,2,0,0,4,0,0
267,0,1,0,0,5,11,10,16,12,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
268,4,0,2,0,1,8,20,28,17,27,0,5,1,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0
269,0,0,2,0,5,11,9,2,6,8,2,9,2,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0
270,4,0,2,0,1,31,30,31,1,13,8,2,1,1,0,1,0,4,1,0,0,0,0,0,0,2,0,0,2,0,0
271,4,0,2,0,1,4,25,10,11,14,1,8,1,2,2,1,0,4,0,0,0,0,0,0,1,0,5,1,0,0,0
272,5,1,1,0,1,8,8,3,11,0,4,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
273,1,0,5,0,1,28,9,8,11,23,1,1,1,3,3,4,0,2,1,1,0,4,0,1,3,1,0,1,1,0,0
274,0,1,2,0,1,28,23,9,0,3,0,8,1,2,6,5,0,2,2,3,1,2,0,3,0,2,0,0,3,0,0
275,0,0,2,0,1,18,19,9,17,5,2,1,2,1,0,1,0,4,2,3,0,2,0,3,0,0,0,0,0,0,0
276,5,1,1,0,1,11,15,0,4,10,0,5,1,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0
277,1,1,6,0,1,8,10,23,1,1,4,4,0,0,1,0,1,1,0,1,0,3,0,1,0,1,0,3,5,0,0
278,4,0,5,0,1,7,19,12,1,0,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
279,4,1,2,0,1,5,2,21,17,21,3,5,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0
280,5,1,2,0,1,20,9,15,15,17,1,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
281,4,0,6,0,1,21,5,30,23,1,1,6,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
282,4,0,2,0,1,20,8,9,8,6,3,2,0,1,0,1,1,4,0,3,0,0,0,0,0,0,0,0,2,0,0
283,4,1,5,0,1,11,26,9,4,13,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
284,0,1,0,3,1,17,3,15,12,23,5,1,6,0,1,2,0,3,0,2,0,4,0,0,0,0,0,2,3,0,0
285,0,1,5,0,1,11,22,19,4,23,2,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0
286,4,0,5,0,1,28,27,13,25,1,2,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
287,4,1,2,0,1,0,21,4,17,17,0,1,6,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0
288,1,1,6,0,1,6,21,19,4,0,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
289,1,0,2,0,1,12,18,19,13,7,2,0,2,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
290,0,0,0,0,5,11,23,2,26,6,2,3,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
291,0,0,6,0,1,6,6,10,6,22,2,5,0,2,0,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0
292,4,0,0,0,1,20,13,0,9,21,1,5,6,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
293,1,0,0,0,1,25,8,13,6,22,3,1,6,2,2,1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,1
294,2,0,8,0,1,16,15,13,9,1,1,6,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
295,0,1,0,0,1,15,19,9,15,0,1,5,0,1,2,4,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0
296,3,0,4,0,1,23,3,9,23,7,0,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
297,0,0,5,0,1,24,5,7,13,21,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
298,0,0,0,2,1,23,16,13,17,3,1,6,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
299,1,0,6,2,1,7,19,5,20,3,2,3,6,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0,3,0,0
300,0,0,1,0,1,14,19,19,3,6,1,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
301,5,0,0,0,1,3,18,3,6,22,0,4,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0
302,4,0,5,0,1,16,8,16,23,6,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
303,4,0,5,0,1,8,33,16,13,8,1,3,2,2,1,1,0,0,2,3,0,2,0,0,0,2,0,0,2,0,0
304,0,1,2,0,1,28,12,2,10,13,2,6,0,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
305,4,1,2,0,1,2,0,19,14,13,1,5,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
306,0,0,3,0,1,35,2,13,15,5,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
307,0,1,2,0,1,10,9,13,3,21,2,9,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
308,4,0,5,0,1,5,13,2,20,3,2,3,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
309,2,0,4,0,1,25,0,24,4,1,6,8,6,1,0,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0
310,4,0,2,0,1,16,8,4,11,8,2,5,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
311,1,0,2,0,1,21,20,21,3,4,3,5,0,2,2,1,0,0,0,3,0,2,0,0,0,2,0,1,6,0,0
312,2,0,3,5,1,27,9,19,20,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0
313,4,0,1,0,1,10,2,28,15,21,1,5,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0
314,5,0,5,0,1,2,2,23,12,11,6,2,0,2,0,1,0,2,1,3,0,2,0,0,0,2,0,0,3,0,0
315,0,1,5,0,5,10,1,6,15,7,1,5,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,5,0,0
316,1,0,0,0,1,21,8,19,11,6,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
317,4,0,4,0,2,0,5,16,23,3,8,2,2,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0
318,4,0,5,0,1,4,5,0,10,1,2,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
319,0,0,6,0,1,14,5,6,22,5,2,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
320,2,0,5,0,1,10,15,10,8,8,0,2,0,1,1,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0
321,4,1,8,0,1,30,6,11,11,11,1,4,1,2,2,1,0,3,0,3,0,2,1,0,0,2,0,1,4,0,0
322,1,0,1,0,1,28,8,1,0,6,3,5,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
323,0,0,0,0,1,10,22,13,8,28,3,5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
324,0,1,3,0,1,27,4,24,8,21,4,4,1,3,1,1,2,1,0,0,0,3,0,0,0,0,0,0,3,0,0
325,4,1,2,0,1,39,26,3,13,4,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
326,1,0,0,0,1,28,5,16,14,10,2,9,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0
327,4,1,0,0,1,16,15,6,17,1,4,1,2,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
328,4,0,0,0,1,8,15,19,1,13,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
329,0,1,7,0,1,7,19,6,12,3,2,6,1,0,1,0,0,3,1,4,2,3,0,1,0,1,0,2,3,0,0
330,5,0,3,1,1,2,19,5,8,13,2,3,5,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,6,0,0
331,2,0,6,0,1,37,28,2,17,32,3,5,1,1,3,1,0,6,1,1,0,3,0,0,4,0,0,0,3,0,2
332,3,1,6,1,1,5,19,6,20,8,5,1,2,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
333,3,0,4,1,1,3,13,7,25,0,0,8,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
334,1,0,2,0,1,18,0,28,17,2,6,8,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0
335,4,0,2,0,5,6,9,13,15,4,0,6,0,1,0,1,4,0,3,0,0,0,0,0,0,0,0,0,6,0,0
336,4,0,0,1,1,27,21,23,27,21,6,2,0,2,2,0,0,3,1,1,1,2,0,0,0,2,0,2,3,0,0
337,0,1,1,0,1,39,22,21,1,18,0,2,1,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0
338,4,0,0,0,1,3,5,0,8,13,2,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
339,0,0,2,0,1,2,24,20,11,21,7,1,0,1,0,1,0,5,0,3,0,0,0,0,3,0,0,2,3,0,0
340,5,0,0,0,1,35,23,12,8,9,7,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
341,5,0,0,0,1,6,8,3,23,3,3,5,4,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
342,2,0,7,0,1,28,13,3,23,22,8,6,0,0,3,6,0,5,0,6,2,3,3,0,3,1,5,2,3,0,0
343,0,0,2,0,1,39,9,1,22,7,1,6,4,2,2,3,0,4,0,3,1,2,1,0,0,2,2,1,3,0,1
344,0,0,5,0,1,21,15,13,8,23,3,1,3,0,1,0,0,3,1,2,0,4,0,0,2,1,0,2,3,0,1
345,4,0,5,0,1,3,20,31,28,23,6,7,1,2,0,1,0,2,0,0,0,0,0,0,5,2,0,0,3,0,0
346,4,1,2,0,1,11,2,3,15,21,2,3,3,0,2,0,0,4,1,3,0,2,2,0,0,2,5,1,2,0,0
347,4,1,0,0,5,27,21,4,23,23,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
348,4,1,5,0,1,14,25,0,20,1,0,2,0,2,2,3,0,2,0,2,0,2,0,0,0,2,0,1,3,0,1
349,0,0,6,0,1,22,0,20,18,20,8,1,2,0,2,4,0,3,0,2,2,4,2,1,0,2,5,1,3,0,1
350,0,1,0,0,1,18,9,3,12,10,0,2,0,0,2,4,1,1,2,2,2,2,2,0,1,1,1,2,0,0,5
351,4,1,5,0,1,3,25,10,1,14,3,1,4,2,2,3,0,4,0,3,1,2,1,0,0,2,2,1,4,0,1
352,1,1,4,0,1,2,8,13,9,21,4,6,3,0,1,1,1,3,0,2,0,4,0,1,0,1,0,2,0,0,0
353,0,1,0,0,1,28,13,3,11,25,1,2,3,2,2,0,0,4,0,2,2,2,2,3,0,2,5,1,5,0,0
354,1,1,7,0,1,6,8,17,22,6,6,10,1,2,1,2,0,2,1,2,3,3,2,2,0,2,1,1,3,0,1
355,4,1,5,0,1,17,13,16,26,21,1,4,1,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,1,4,0,1,42,12,6,27,26,6,10,6,3,2,3,1,2,0,1,0,3,1,3,3,2,0,1,3,0,1
357,0,1,6,0,1,18,3,20,20,22,4,1,3,0,1,0,0,3,1,2,0,4,0,1,0,1,0,2,0,0,1
358,1,0,6,0,1,27,26,28,20,21,5,10,0,0,1,0,0,3,0,2,2,4,2,1,0,1,5,0,5,0,4
359,4,0,5,0,1,14,2,3,20,1,0,4,3,2,2,3,0,3,0,3,0,4,0,0,0,2,0,1,0,0,0
360,0,0,0,0,1,6,18,23,8,4,8,2,0,4,1,4,0,2,2,1,2,3,2,1,0,2,5,1,3,0,4
361,4,1,5,0,1,18,21,13,3,21,1,5,3,2,2,0,0,3,0,3,2,2,2,0,0,2,5,1,3,0,1
362,4,0,0,0,1,38,13,16,1,21,2,9,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
363,0,0,1,0,1,18,13,9,15,10,0,1,0,1,0,1,1,4,2,0,0,0,0,0,0,0,0,0,4,0,0
364,4,1,0,0,4,3,8,0,12,29,2,3,0,1,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,5,0,4,8,15,13,23,3,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
366,4,0,5,0,1,17,15,21,17,23,3,1,0,1,0,5,0,3,0,0,0,0,0,0,0,2,5,1,0,0,0
367,1,1,0,0,1,20,16,11,20,13,0,6,1,2,0,1,0,5,0,3,0,0,0,0,0,0,0,0,3,0,0
368,1,0,5,0,1,38,21,21,1,20,3,1,6,0,1,5,0,3,0,2,2,2,2,0,0,2,0,0,3,0,4
369,2,1,3,1,1,28,21,9,0,25,1,4,0,0,0,1,0,5,3,0,0,4,0,0,2,1,0,3,3,0,0
370,0,0,5,0,1,22,31,31,25,21,5,10,0,1,0,2,0,3,1,3,0,4,0,0,0,0,0,1,3,0,0
371,2,0,6,0,1,30,23,8,3,23,0,2,0,0,1,1,2,2,0,1,0,4,0,2,3,1,0,2,6,0,0
372,4,1,5,0,1,16,14,15,0,8,0,5,1,2,2,1,0,1,0,3,0,3,0,0,1,2,0,2,2,0,0
373,5,0,2,0,1,7,22,20,13,7,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
374,3,1,0,0,1,24,9,21,25,18,2,6,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
375,4,0,2,0,1,11,8,19,20,6,1,2,0,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
376,1,0,5,0,1,2,0,11,17,10,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
377,1,1,2,3,1,23,16,28,3,13,4,1,5,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
378,4,0,0,0,1,23,19,15,15,23,0,1,1,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0
379,0,1,5,0,1,2,24,12,9,8,3,8,3,0,1,0,0,3,0,2,2,4,0,1,0,2,5,2,0,0,0
380,0,1,4,3,1,16,0,8,0,11,5,5,2,2,2,1,0,5,1,3,0,2,0,0,0,2,0,1,3,0,1
381,0,0,2,3,1,10,9,13,4,13,3,2,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0
382,4,0,5,0,1,24,5,4,14,13,7,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
383,4,0,5,0,5,7,9,6,1,3,3,3,4,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0
384,1,1,0,0,1,27,19,14,20,22,1,1,0,1,1,1,0,3,1,2,0,4,0,0,0,1,0,0,3,0,0
385,4,1,3,0,1,12,15,8,13,3,1,5,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
386,1,1,5,0,5,5,21,0,25,27,1,4,5,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
387,0,1,0,0,1,24,5,9,23,25,0,6,6,1,0,1,0,4,1,0,0,0,0,0,0,0,2,0,3,0,0
388,1,1,1,0,1,27,21,13,20,3,2,3,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0
389,0,0,6,0,1,1,19,21,20,0,3,6,3,1,2,2,0,4,1,3,0,0,0,0,0,0,1,0,3,0,0
390,1,0,5,0,1,6,8,9,11,8,1,5,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
391,0,0,8,0,1,2,21,0,15,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
392,1,0,0,0,1,10,13,30,9,18,2,9,1,1,0,1,4,0,1,3,0,0,0,0,0,0,0,0,2,0,0
393,1,1,0,0,1,26,18,13,6,9,4,2,1,0,2,1,0,4,1,2,1,3,0,1,0,1,2,2,6,0,1
394,0,1,5,0,1,28,22,4,16,11,6,7,1,2,2,3,2,3,0,1,0,3,0,0,3,2,0,1,6,0,0
395,0,0,5,0,1,39,18,6,4,3,0,5,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0
396,4,1,0,0,1,24,15,2,16,21,5,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
397,1,0,2,0,1,10,21,21,25,6,8,5,1,1,0,1,0,6,4,0,0,0,0,0,0,0,0,0,3,0,1
398,4,1,2,0,1,11,22,1,8,3,1,0,4,2,2,1,1,4,1,3,0,2,0,3,0,0,0,1,1,0,1
399,1,0,3,0,1,3,13,24,3,13,1,6,2,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0
400,4,1,4,0,1,24,6,4,2,20,6,7,0,0,1,1,0,5,1,2,0,4,0,1,2,1,0,2,3,0,0
401,2,1,6,0,1,11,25,12,9,29,4,2,0,1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,2,0,0
402,2,1,5,0,1,26,18,12,6,22,2,5,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3,0,0
403,4,1,8,0,1,30,13,13,23,23,8,4,6,2,2,3,0,5,1,2,0,0,0,0,0,2,0,1,3,0,1
404,2,0,7,0,1,24,26,32,18,0,5,8,0,3,1,2,0,6,1,0,0,3,0,0,5,0,0,3,3,0,0
405,4,0,5,0,1,32,16,31,15,22,3,2,6,2,0,1,0,5,1,3,0,4,0,0,3,0,0,1,3,0,0
406,0,1,8,0,2,15,13,12,4,20,0,4,1,2,2,0,0,5,5,3,1,4,0,0,0,2,0,1,3,0,0
407,1,1,5,0,1,1,9,28,20,25,3,3,6,2,2,3,0,5,1,3,0,2,0,1,2,2,3,1,3,0,1
408,0,0,0,2,1,13,2,15,11,3,0,2,4,2,0,0,0,5,1,3,0,0,0,0,0,0,1,0,3,0,0
409,4,1,3,0,1,22,27,10,8,14,8,2,0,0,0,2,0,5,1,3,0,4,1,1,2,2,3,2,0,0,1
410,0,0,6,3,1,2,11,21,20,26,0,6,6,1,0,3,3,4,1,3,1,2,0,0,0,2,0,1,4,0,0
411,1,0,5,0,1,24,24,6,17,25,1,5,1,1,0,1,3,3,1,2,0,4,0,0,0,0,0,0,0,0,0
412,0,1,6,0,1,21,13,15,20,22,0,1,0,0,1,0,0,5,0,1,0,4,0,1,2,1,0,2,3,0,0
413,0,0,6,0,1,39,21,8,23,20,3,1,1,1,0,1,0,4,2,0,0,0,0,0,0,0,0,1,4,0,0
414,2,1,3,0,1,27,6,0,21,30,0,8,1,3,3,1,0,5,1,1,0,3,0,4,5,3,0,3,6,0,0
415,2,1,6,0,1,20,25,21,32,29,3,8,0,1,3,2,0,5,0,5,0,3,0,5,3,0,0,2,3,0,0
416,1,1,6,0,1,10,23,9,10,20,5,10,0,0,1,1,1,3,2,2,2,4,0,0,0,1,0,2,0,0,4
417,1,0,1,0,1,0,8,23,12,21,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0
418,1,1,5,0,1,6,9,13,4,8,3,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
419,2,1,3,0,1,0,2,3,0,7,4,8,2,3,0,1,0,5,2,0,0,3,0,2,0,0,0,0,6,0,0
420,1,1,6,0,1,0,14,7,4,22,4,6,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0
421,0,1,0,0,1,10,13,3,22,20,0,0,2,2,2,2,0,5,1,3,0,2,0,0,2,2,2,1,3,0,1
422,0,0,5,0,0,8,2,19,18,6,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
423,4,0,1,2,1,14,8,31,8,0,5,2,6,2,2,3,0,5,1,3,1,4,1,0,2,1,2,2,4,0,1
424,0,1,5,0,1,16,5,9,4,26,0,6,1,0,3,1,0,6,0,3,0,3,0,0,3,2,0,2,6,0,0
425,4,1,4,0,1,28,8,12,23,0,4,1,0,2,0,2,1,4,2,0,0,0,0,0,0,0,0,0,4,0,0
426,0,1,5,3,1,6,3,13,25,1,8,4,1,2,2,3,0,5,0,1,0,3,0,3,3,3,0,4,2,0,4
427,1,0,3,0,1,11,13,27,11,13,2,3,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
428,1,1,7,0,1,28,16,7,6,25,0,1,0,2,0,1,0,4,1,0,0,2,0,0,0,2,0,1,3,0,1
429,1,0,3,0,1,21,21,6,8,2,3,1,0,0,2,1,0,3,0,2,0,4,0,1,0,0,0,2,6,0,0
